query_case,rank,similar_case,score
Copy of JUDG__77,3,Copy of JUDG__59,0.46132543683052063
Copy of JUDG__77,4,judgement_C_P_L_A_2313_2024,0.45575791597366333
Copy of JUDG__77,5,judgement_Crl_A_351_2023,0.4413333237171173
Copy of JUDG__7771,1,judgement_C_P_L_A_385-L_2021,0.5636871457099915
Copy of JUDG__7771,2,Copy of JUDG__52,0.510387659072876
Copy of JUDG__7771,3,Copy of JUDG__13,0.4685143828392029
Copy of JUDG__7771,4,Copy of JUDG__42,0.46582135558128357
Copy of JUDG__7771,5,Copy of JUDG__6,0.4556849002838135
Copy of JUDG__78,1,judgement_J_P_614_2021,0.6107515096664429
Copy of JUDG__78,2,Copy of JUDG__59,0.5935497283935547
Copy of JUDG__78,3,Copy of JUDG__71,0.5933579802513123
Copy of JUDG__78,4,Copy of JUDG__18,0.5667296648025513
Copy of JUDG__78,5,Copy of JUDG__25,0.5649823546409607
Copy of JUDG__79,1,Copy of JUDG__12,0.7274570465087891
Copy of JUDG__79,2,Copy of JUDG__68,0.7070819139480591
Copy of JUDG__79,3,judgement_J_P_276_2019,0.7038345336914062
Copy of JUDG__79,4,Copy of JUDG__75,0.6589208841323853
Copy of JUDG__79,5,judgement_Crl_P_L_A_147-K_2025,0.647158682346344
Copy of JUDG__8,1,Copy of JUDG__59,0.7847404479980469
Copy of JUDG__8,2,Copy of JUDG__73,0.7291918992996216
Copy of JUDG__8,3,Copy of JUDG__7,0.7272329330444336
Copy of JUDG__8,4,Copy of JUDG__6,0.7118469476699829
Copy of JUDG__8,5,Copy of JUDG__3,0.7062063217163086
Copy of JUDG__80,1,Copy of JUDG__50,0.6820603609085083
Copy of JUDG__80,2,Copy of JUDG__71,0.6514372229576111
Copy of JUDG__80,3,Copy of JUDG__59,0.6122020483016968
Copy of JUDG__80,4,Copy of JUDG__8,0.6085768938064575
Copy of JUDG__80,5,Copy of JUDG__58,0.5939232110977173
Copy of JUDG__8036,1,judgement_C_P_L_A_5516_2024,0.404121994972229
Copy of JUDG__8036,2,judgement_C_P_L_A_5929_2024,0.3959050178527832
Copy of JUDG__8036,3,judgement_Crl_P_L_A_960_2025,0.39201468229293823
Copy of JUDG__8036,4,Copy of JUDG__11,0.3875535726547241
Copy of JUDG__8036,5,judgement_C_P_L_A_3824_2023,0.38169997930526733
Copy of JUDG__81,1,judgement_C_P_L_A_2788_2022,0.5231930017471313
Copy of JUDG__81,2,Copy of JUDG__11,0.49405810236930847
Copy of JUDG__81,3,Copy of JUDG__61,0.4811122417449951
Copy of JUDG__81,4,Copy of JUDG__76,0.47785502672195435
Copy of JUDG__81,5,judgement_J_P_286_2020,0.47261977195739746
Copy of JUDG__82,1,judgement_C_P_L_A_1107-L_2015,0.6469513773918152
Copy of JUDG__82,2,Copy of JUDG__103,0.5481042265892029
Copy of JUDG__82,3,Copy of JUDG__3,0.5447763800621033
Copy of JUDG__82,4,Copy of JUDG__24,0.5153672695159912
Copy of JUDG__82,5,Copy of JUDG__34,0.4518003463745117
Copy of JUDG__83,1,Copy of JUDG__58,0.705676794052124
Copy of JUDG__83,2,Copy of JUDG__93,0.7053336501121521
Copy of JUDG__83,3,judgement_Crl_P_L_A_219-P_2023,0.6862500905990601
Copy of JUDG__83,4,Copy of JUDG__13,0.6851505637168884
Copy of JUDG__83,5,Copy of JUDG__75,0.6812084913253784
Copy of JUDG__84,1,Copy of JUDG__39,1.0000001192092896
Copy of JUDG__84,2,Copy of JUDG__33,0.5792186260223389
Copy of JUDG__84,3,Copy of JUDG__8,0.5331553220748901
Copy of JUDG__84,4,judgement_Crl_P_L_A_147-K_2025,0.5272645950317383
Copy of JUDG__84,5,Copy of JUDG__65,0.5259416103363037
Copy of JUDG__85,1,judgement_J_P_541_2021,0.706821084022522
Copy of JUDG__85,2,Copy of JUDG__8,0.699116587638855
Copy of JUDG__85,3,Copy of JUDG__18,0.696742832660675
Copy of JUDG__85,4,Copy of JUDG__65,0.694968581199646
Copy of JUDG__85,5,Copy of JUDG__73,0.6794313192367554
Copy of JUDG__86,1,Copy of JUDG__93,0.5606205463409424
Copy of JUDG__86,2,Copy of JUDG__22,0.5390680432319641
Copy of JUDG__86,3,judgement_J_P_614_2021,0.53200763463974
Copy of JUDG__86,4,judgement_J_P_554_2023,0.5314491987228394
Copy of JUDG__86,5,Copy of JUDG__13,0.5279544591903687
Copy of JUDG__87,1,judgement_Crl_P_L_A_147-K_2025,0.5443711280822754
Copy of JUDG__87,2,Copy of JUDG__11,0.5068651437759399
Copy of JUDG__87,3,Copy of JUDG__42,0.4856974184513092
Copy of JUDG__87,4,Copy of JUDG__75,0.4746066927909851
Copy of JUDG__87,5,Copy of JUDG__26,0.47308585047721863
Copy of JUDG__88,1,Copy of JUDG__66,0.667479395866394
Copy of JUDG__88,2,Copy of JUDG__27,0.6358627676963806
Copy of JUDG__88,3,Copy of JUDG__93,0.6246877908706665
Copy of JUDG__88,4,Copy of JUDG__105,0.6123952865600586
Copy of JUDG__88,5,Copy of JUDG__51,0.606011152267456
Copy of JUDG__89,1,Copy of JUDG__96,0.5956202745437622
Copy of JUDG__89,2,Copy of JUDG__57,0.5956202745437622
Copy of JUDG__89,3,Copy of JUDG__83,0.58613520860672
Copy of JUDG__89,4,Copy of JUDG__97,0.5652546882629395
Copy of JUDG__89,5,Copy of JUDG__13,0.5616388320922852
Copy of JUDG__9,1,Copy of JUDG__5,1.0
Copy of JUDG__9,2,Copy of JUDG__16,0.6827705502510071
Copy of JUDG__9,3,Copy of JUDG__6,0.673749566078186
Copy of JUDG__9,4,Copy of JUDG__105,0.6371145248413086
Copy of JUDG__9,5,Copy of JUDG__58,0.6352262496948242
Copy of JUDG__90,1,Copy of JUDG__79,0.5742839574813843
Copy of JUDG__90,2,Copy of JUDG__5,0.5529902577400208
Copy of JUDG__90,3,Copy of JUDG__9,0.5529902577400208
Copy of JUDG__90,4,judgement_J_P_554_2023,0.5394032001495361
Copy of JUDG__90,5,Copy of JUDG__7486,0.5197553038597107
Copy of JUDG__91,1,Copy of JUDG__99,0.7153743505477905
Copy of JUDG__91,2,judgement_Crl_P_L_A_1144_2025,0.6960334777832031
Copy of JUDG__91,3,judgement_Crl_P_L_A_960_2025,0.6768131256103516
Copy of JUDG__91,4,Copy of JUDG__79,0.6464725732803345
Copy of JUDG__91,5,judgement_C_P_L_A_706_2021,0.6451102495193481
Copy of JUDG__92,1,judgement_Crl_P_L_A_1408_2025,0.7232397794723511
Copy of JUDG__92,2,Copy of JUDG__72,0.699378252029419
Copy of JUDG__92,3,Copy of JUDG__13,0.6682551503181458
Copy of JUDG__92,4,Copy of JUDG__83,0.6510055065155029
Copy of JUDG__92,5,Copy of JUDG__91,0.6418948173522949
Copy of JUDG__93,1,Copy of JUDG__17,0.7111901640892029
Copy of JUDG__93,2,Copy of JUDG__83,0.7053336501121521
Copy of JUDG__93,3,Copy of JUDG__13,0.689717173576355
Copy of JUDG__93,4,Copy of JUDG__99,0.6813699007034302
Copy of JUDG__93,5,Copy of JUDG__66,0.6809055805206299
Copy of JUDG__9366,1,Copy of JUDG__10,0.5923792719841003
Copy of JUDG__9366,2,Copy of JUDG__6657,0.5279916524887085
Copy of JUDG__9366,3,Copy of JUDG__99,0.524530827999115
Copy of JUDG__9366,4,Copy of JUDG__83,0.521755039691925
Copy of JUDG__9366,5,Copy of JUDG__13,0.5151092410087585
Copy of JUDG__94,1,Copy of JUDG__22,0.5319392681121826
Copy of JUDG__94,2,Copy of JUDG__99,0.518675684928894
Copy of JUDG__94,3,Copy of JUDG__93,0.5098506808280945
Copy of JUDG__94,4,Copy of JUDG__17,0.5082557201385498
Copy of JUDG__94,5,Copy of JUDG__71,0.5046142339706421
Copy of JUDG__95,1,Copy of JUDG__6657,0.4439763128757477
Copy of JUDG__95,2,Copy of JUDG__43,0.414231538772583
Copy of JUDG__95,3,Copy of JUDG__97,0.40751707553863525
Copy of JUDG__95,4,Copy of JUDG__99,0.3838047385215759
Copy of JUDG__95,5,Copy of JUDG__89,0.36325037479400635
Copy of JUDG__9542,1,Copy of JUDG__68,0.5826268792152405
Copy of JUDG__9542,2,Copy of JUDG__12,0.5740543603897095
Copy of JUDG__9542,3,Copy of JUDG__27,0.5479791164398193
Copy of JUDG__9542,4,Copy of JUDG__75,0.5429002046585083
Copy of JUDG__9542,5,Copy of JUDG__16,0.5213867425918579
Copy of JUDG__9545,1,judgement_Crl_P_L_A_585_2025,0.5812807679176331
Copy of JUDG__9545,2,Copy of JUDG__99,0.5759493112564087
Copy of JUDG__9545,3,Copy of JUDG__68,0.5736767053604126
Copy of JUDG__9545,4,Copy of JUDG__69,0.5677148699760437
Copy of JUDG__9545,5,Copy of JUDG__105,0.5657835602760315
Copy of JUDG__96,1,Copy of JUDG__57,1.0000001192092896
Copy of JUDG__96,2,Copy of JUDG__72,0.6799404621124268
Copy of JUDG__96,3,Copy of JUDG__83,0.6700447797775269
Copy of JUDG__96,4,Copy of JUDG__65,0.6534097790718079
Copy of JUDG__96,5,Copy of JUDG__13,0.6531513929367065
Copy of JUDG__9697,1,Copy of JUDG__49,0.5634312629699707
Copy of JUDG__9697,2,Copy of JUDG__76,0.5000343322753906
Copy of JUDG__9697,3,Copy of JUDG__36,0.4886484146118164
Copy of JUDG__9697,4,judgement_Crl_P_L_A_147-K_2025,0.47866493463516235
Copy of JUDG__9697,5,Copy of JUDG__11,0.4317616820335388
Copy of JUDG__9698,1,Copy of JUDG__104,0.42375484108924866
Copy of JUDG__9698,2,Copy of JUDG__36,0.3994084894657135
Copy of JUDG__9698,3,Copy of JUDG__89,0.39240580797195435
Copy of JUDG__9698,4,Copy of JUDG__21,0.39173921942710876
Copy of JUDG__9698,5,Copy of JUDG__97,0.38836386799812317
Copy of JUDG__97,1,Copy of JUDG__89,0.5652546882629395
Copy of JUDG__97,2,Copy of JUDG__43,0.5639673471450806
Copy of JUDG__97,3,Copy of JUDG__6657,0.5532495975494385
Copy of JUDG__97,4,Copy of JUDG__57,0.5475412607192993
Copy of JUDG__97,5,Copy of JUDG__96,0.5475412607192993
Copy of JUDG__9700,1,Copy of JUDG__75,0.5405696630477905
Copy of JUDG__9700,2,Copy of JUDG__18,0.5125154852867126
Copy of JUDG__9700,3,Copy of JUDG__71,0.5072612762451172
Copy of JUDG__9700,4,Copy of JUDG__17,0.5029786825180054
Copy of JUDG__9700,5,Copy of JUDG__44,0.49469485878944397
Copy of JUDG__98,1,Copy of JUDG__59,0.6734949946403503
Copy of JUDG__98,2,Copy of JUDG__6,0.6613798141479492
Copy of JUDG__98,3,Copy of JUDG__72,0.6450396180152893
Copy of JUDG__98,4,Copy of JUDG__8,0.6429818868637085
Copy of JUDG__98,5,Copy of JUDG__85,0.6383046507835388
Copy of JUDG__99,1,Copy of JUDG__91,0.7153743505477905
Copy of JUDG__99,2,Copy of JUDG__93,0.6813699007034302
Copy of JUDG__99,3,Copy of JUDG__10,0.645780086517334
Copy of JUDG__99,4,Copy of JUDG__59,0.6388678550720215
Copy of JUDG__99,5,Copy of JUDG__83,0.6356625556945801
judgement_C_A_101-K_2022,1,Copy of JUDG__26,0.6749832034111023
judgement_C_A_101-K_2022,2,judgement_C_P_L_A_933-K_2023,0.6321774125099182
judgement_C_A_101-K_2022,3,Copy of JUDG__41,0.5726647973060608
judgement_C_A_101-K_2022,4,Copy of JUDG__4,0.5595954656600952
judgement_C_A_101-K_2022,5,judgement_C_P_L_A_1032-K_2025,0.5521723628044128
judgement_C_A_1388_2017,1,judgement_Crl_P_L_A_1184_2025,0.695774495601654
judgement_C_A_1388_2017,2,judgement_J_P_559_2017,0.6614483594894409
judgement_C_A_1388_2017,3,judgement_C_P_L_A_4-K_2025,0.6428349018096924
judgement_C_A_1388_2017,4,Copy of JUDG__18,0.621373176574707
judgement_C_A_1388_2017,5,Copy of JUDG__58,0.6102586388587952
judgement_C_A_209_2025,1,judgement_Crl_P_L_A_1184_2025,0.5857539176940918
judgement_C_A_209_2025,2,Copy of JUDG__16,0.5811688899993896
judgement_C_A_209_2025,3,Copy of JUDG__9,0.5720885396003723
judgement_C_A_209_2025,4,Copy of JUDG__5,0.5720885396003723
judgement_C_A_209_2025,5,Copy of JUDG__72,0.5684177875518799
judgement_C_P_L_A_1002_2025,1,judgement_C_P_L_A_933-K_2023,0.6278099417686462
judgement_C_P_L_A_1002_2025,2,Copy of JUDG__91,0.6084283590316772
judgement_C_P_L_A_1002_2025,3,judgement_J_P_375_2023,0.6035332083702087
judgement_C_P_L_A_1002_2025,4,judgement_Crl_P_L_A_960_2025,0.6030594110488892
judgement_C_P_L_A_1002_2025,5,judgement_C_P_L_A_74_2025,0.6027682423591614
judgement_C_P_L_A_1032-K_2025,1,Copy of JUDG__4,0.6200936436653137
judgement_C_P_L_A_1032-K_2025,2,Copy of JUDG__41,0.6138316988945007
judgement_C_P_L_A_1032-K_2025,3,judgement_J_P_541_2021,0.6034457087516785
judgement_C_P_L_A_1032-K_2025,4,Copy of JUDG__11,0.5941749811172485
judgement_C_P_L_A_1032-K_2025,5,Copy of JUDG__26,0.593713641166687
judgement_C_P_L_A_1107-L_2015,1,Copy of JUDG__82,0.6469513773918152
judgement_C_P_L_A_1107-L_2015,2,Copy of JUDG__103,0.47500014305114746
judgement_C_P_L_A_1107-L_2015,3,Copy of JUDG__24,0.4692208468914032
judgement_C_P_L_A_1107-L_2015,4,Copy of JUDG__34,0.4625663757324219
judgement_C_P_L_A_1107-L_2015,5,Copy of JUDG__87,0.4362463653087616
judgement_C_P_L_A_110_2023,1,judgement_Crl_P_L_A_147-K_2025,0.6423274278640747
judgement_C_P_L_A_110_2023,2,Copy of JUDG__59,0.6258749961853027
judgement_C_P_L_A_110_2023,3,judgement_J_P_611_2022,0.616582989692688
judgement_C_P_L_A_110_2023,4,judgement_Crl_P_L_A_960_2025,0.6157784461975098
judgement_C_P_L_A_110_2023,5,judgement_C_P_L_A_5516_2024,0.5929734706878662
judgement_C_P_L_A_147-K_2023,1,judgement_C_P_L_A_407-K_2021,0.5849751234054565
judgement_C_P_L_A_147-K_2023,2,judgement_C_P_L_A_385-L_2021,0.5343611240386963
judgement_C_P_L_A_147-K_2023,3,judgement_C_P_L_A_933-K_2023,0.5220752954483032
judgement_C_P_L_A_147-K_2023,4,judgement_Crl_P_L_A_147-K_2025,0.5020108819007874
judgement_C_P_L_A_147-K_2023,5,judgement_Crl_P_L_A_219-P_2023,0.4666268825531006
judgement_C_P_L_A_2313_2024,1,judgement_C_P_L_A_74_2025,0.694365918636322
judgement_C_P_L_A_2313_2024,2,Copy of JUDG__42,0.6147752404212952
judgement_C_P_L_A_2313_2024,3,judgement_Crl_P_L_A_1033_2025,0.6010391712188721
judgement_C_P_L_A_2313_2024,4,judgement_C_P_L_A_5516_2024,0.5944036841392517
judgement_C_P_L_A_2313_2024,5,judgement_Crl_P_L_A_1184_2025,0.588283896446228
judgement_C_P_L_A_2555_2022,1,Copy of JUDG__63,0.6516708135604858
judgement_C_P_L_A_2555_2022,2,Copy of JUDG__55,0.6486518383026123
judgement_C_P_L_A_2555_2022,3,Copy of JUDG__31,0.5710206627845764
judgement_C_P_L_A_2555_2022,4,Copy of JUDG__3,0.5586156845092773
judgement_C_P_L_A_2555_2022,5,Copy of JUDG__20,0.54548579454422
judgement_C_P_L_A_2788_2022,1,judgement_Crl_P_L_A_147-K_2025,0.595317542552948
judgement_C_P_L_A_2788_2022,2,Copy of JUDG__76,0.5821046233177185
judgement_C_P_L_A_2788_2022,3,judgement_Crl_P_L_A_1144_2025,0.568598747253418
judgement_C_P_L_A_2788_2022,4,Copy of JUDG__36,0.5582236051559448
judgement_C_P_L_A_2788_2022,5,Copy of JUDG__11,0.5545213222503662
judgement_C_P_L_A_3-K_2023,1,judgement_C_P_L_A_1032-K_2025,0.482871949672699
judgement_C_P_L_A_3-K_2023,2,judgement_C_A_101-K_2022,0.4802277386188507
judgement_C_P_L_A_3-K_2023,3,Copy of JUDG__41,0.45694467425346375
judgement_C_P_L_A_3-K_2023,4,judgement_C_P_L_A_339-L_2023,0.4524102210998535
judgement_C_P_L_A_3-K_2023,5,judgement_J_P_541_2021,0.4511088728904724
judgement_C_P_L_A_339-L_2023,1,judgement_C_P_L_A_5929_2024,0.6375620365142822
judgement_C_P_L_A_339-L_2023,2,judgement_C_P_L_A_78-K_2024,0.584071695804596
judgement_C_P_L_A_339-L_2023,3,judgement_Crl_P_L_A_219-P_2023,0.5691941976547241
judgement_C_P_L_A_339-L_2023,4,judgement_Crl_P_L_A_1144_2025,0.5246202349662781
judgement_C_P_L_A_339-L_2023,5,Copy of JUDG__42,0.5187376141548157
judgement_C_P_L_A_3824_2023,1,judgement_J_P_286_2020,0.6096194982528687
judgement_C_P_L_A_3824_2023,2,judgement_Crl_P_L_A_147-K_2025,0.5955252647399902
judgement_C_P_L_A_3824_2023,3,judgement_C_P_L_A_110_2023,0.5758677124977112
judgement_C_P_L_A_3824_2023,4,judgement_C_P_L_A_5516_2024,0.5756868124008179
judgement_C_P_L_A_3824_2023,5,judgement_Crl_P_L_A_960_2025,0.5746371150016785
judgement_C_P_L_A_385-L_2021,1,Copy of JUDG__42,0.5735841989517212
judgement_C_P_L_A_385-L_2021,2,Copy of JUDG__7771,0.5636870861053467
judgement_C_P_L_A_385-L_2021,3,judgement_Crl_P_L_A_960_2025,0.5357292890548706
judgement_C_P_L_A_385-L_2021,4,judgement_C_P_L_A_147-K_2023,0.5343611240386963
judgement_C_P_L_A_385-L_2021,5,Copy of JUDG__52,0.5325893759727478
judgement_C_P_L_A_4-K_2025,1,judgement_Crl_P_L_A_1184_2025,0.6747803092002869
judgement_C_P_L_A_4-K_2025,2,Copy of JUDG__18,0.6723490953445435
judgement_C_P_L_A_4-K_2025,3,judgement_C_P_L_A_74_2025,0.6528419256210327
judgement_C_P_L_A_4-K_2025,4,Copy of JUDG__91,0.6439281702041626
judgement_C_P_L_A_4-K_2025,5,judgement_C_A_1388_2017,0.6428349018096924
judgement_C_P_L_A_407-K_2021,1,judgement_C_P_L_A_147-K_2023,0.5849751234054565
judgement_C_P_L_A_407-K_2021,2,Copy of JUDG__11,0.5422101020812988
judgement_C_P_L_A_407-K_2021,3,judgement_C_P_L_A_74_2025,0.5355873107910156
judgement_C_P_L_A_407-K_2021,4,judgement_C_P_L_A_933-K_2023,0.5331287980079651
judgement_C_P_L_A_407-K_2021,5,judgement_J_P_541_2021,0.527986466884613
judgement_C_P_L_A_5516_2024,1,judgement_Crl_P_L_A_960_2025,0.6485006809234619
judgement_C_P_L_A_5516_2024,2,judgement_C_P_L_A_74_2025,0.6480439901351929
judgement_C_P_L_A_5516_2024,3,Copy of JUDG__42,0.6446964144706726
judgement_C_P_L_A_5516_2024,4,judgement_C_P_L_A_933-K_2023,0.625842809677124
judgement_C_P_L_A_5516_2024,5,judgement_J_P_541_2021,0.6241015195846558
judgement_C_P_L_A_5929_2024,1,judgement_C_P_L_A_339-L_2023,0.6375620365142822
judgement_C_P_L_A_5929_2024,2,judgement_J_P_541_2021,0.6220415830612183
judgement_C_P_L_A_5929_2024,3,Copy of JUDG__42,0.5732014179229736
judgement_C_P_L_A_5929_2024,4,judgement_C_P_L_A_78-K_2024,0.5553314685821533
judgement_C_P_L_A_5929_2024,5,Copy of JUDG__36,0.5549427270889282
judgement_C_P_L_A_706_2021,1,Copy of JUDG__91,0.6451102495193481
judgement_C_P_L_A_706_2021,2,judgement_Crl_P_L_A_147-K_2025,0.6071039438247681
judgement_C_P_L_A_706_2021,3,judgement_C_P_L_A_74_2025,0.5943760871887207
judgement_C_P_L_A_706_2021,4,judgement_C_P_L_A_5516_2024,0.5934594869613647
judgement_C_P_L_A_706_2021,5,judgement_Crl_P_L_A_960_2025,0.5908712148666382
judgement_C_P_L_A_74_2025,1,judgement_Crl_P_L_A_960_2025,0.6999212503433228
judgement_C_P_L_A_74_2025,2,judgement_C_P_L_A_2313_2024,0.694365918636322
judgement_C_P_L_A_74_2025,3,judgement_C_P_L_A_4-K_2025,0.6528419256210327
judgement_C_P_L_A_74_2025,4,judgement_C_P_L_A_5516_2024,0.6480439901351929
judgement_C_P_L_A_74_2025,5,judgement_Crl_P_L_A_219-P_2023,0.6378510594367981
judgement_C_P_L_A_78-K_2024,1,judgement_C_P_L_A_339-L_2023,0.584071695804596
judgement_C_P_L_A_78-K_2024,2,judgement_C_P_L_A_5929_2024,0.5553314685821533
judgement_C_P_L_A_78-K_2024,3,judgement_C_P_L_A_3824_2023,0.5223548412322998
judgement_C_P_L_A_78-K_2024,4,judgement_Crl_P_L_A_960_2025,0.4373587667942047
judgement_C_P_L_A_78-K_2024,5,judgement_C_P_L_A_110_2023,0.4368385970592499
judgement_C_P_L_A_88-P_2022,1,Copy of JUDG__27,0.5154745578765869
judgement_C_P_L_A_88-P_2022,2,judgement_Crl_P_L_A_147-K_2025,0.5051364302635193
judgement_C_P_L_A_88-P_2022,3,judgement_J_P_541_2021,0.5047712922096252
judgement_C_P_L_A_88-P_2022,4,Copy of JUDG__20,0.5046039819717407
judgement_C_P_L_A_88-P_2022,5,Copy of JUDG__68,0.49846839904785156
judgement_C_P_L_A_933-K_2023,1,Copy of JUDG__4,0.6805403828620911
judgement_C_P_L_A_933-K_2023,2,Copy of JUDG__26,0.6781080365180969
judgement_C_P_L_A_933-K_2023,3,judgement_Crl_P_L_A_219-P_2023,0.6595022678375244
judgement_C_P_L_A_933-K_2023,4,Copy of JUDG__42,0.6539267301559448
judgement_C_P_L_A_933-K_2023,5,judgement_Crl_P_L_A_147-K_2025,0.6496859788894653
judgement_Crl_A_343_2023,1,judgement_Crl_P_L_A_433_2025,0.6295260787010193
judgement_Crl_A_343_2023,2,judgement_J_P_276_2019,0.6047279834747314
judgement_Crl_A_343_2023,3,judgement_J_P_541_2021,0.5986795425415039
judgement_Crl_A_343_2023,4,judgement_Crl_P_L_A_960_2025,0.5970869660377502
judgement_Crl_A_343_2023,5,judgement_J_P_559_2017,0.5797641277313232
judgement_Crl_A_351_2023,1,Copy of JUDG__66,0.6431694030761719
judgement_Crl_A_351_2023,2,judgement_Crl_P_L_A_1033_2025,0.61085045337677
judgement_Crl_A_351_2023,3,Copy of JUDG__93,0.6035641431808472
judgement_Crl_A_351_2023,4,Copy of JUDG__51,0.5723719596862793
judgement_Crl_A_351_2023,5,Copy of JUDG__68,0.5691559314727783
judgement_Crl_P_L_A_1033_2025,1,judgement_J_P_614_2021,0.6257571578025818
judgement_Crl_P_L_A_1033_2025,2,Copy of JUDG__66,0.611508846282959
judgement_Crl_P_L_A_1033_2025,3,judgement_Crl_A_351_2023,0.61085045337677
judgement_Crl_P_L_A_1033_2025,4,Copy of JUDG__79,0.6062537431716919
judgement_Crl_P_L_A_1033_2025,5,Copy of JUDG__4,0.6041290760040283
judgement_Crl_P_L_A_1055_2025,1,Copy of JUDG__4,0.5592471361160278
judgement_Crl_P_L_A_1055_2025,2,judgement_Crl_P_L_A_1033_2025,0.5581914186477661
judgement_Crl_P_L_A_1055_2025,3,judgement_J_P_554_2023,0.5554458498954773
judgement_Crl_P_L_A_1055_2025,4,judgement_C_P_L_A_1032-K_2025,0.5540351867675781
judgement_Crl_P_L_A_1055_2025,5,judgement_J_P_375_2023,0.5377779006958008
judgement_Crl_P_L_A_1121_2021,1,Copy of JUDG__91,0.5169321894645691
judgement_Crl_P_L_A_1121_2021,2,Copy of JUDG__21,0.5011624693870544
judgement_Crl_P_L_A_1121_2021,3,Copy of JUDG__71,0.44604742527008057
judgement_Crl_P_L_A_1121_2021,4,judgement_Crl_P_L_A_1144_2025,0.4276354908943176
judgement_Crl_P_L_A_1121_2021,5,Copy of JUDG__99,0.42631804943084717
judgement_Crl_P_L_A_1144_2025,1,judgement_J_P_541_2021,0.7433145046234131
judgement_Crl_P_L_A_1144_2025,2,judgement_Crl_P_L_A_219-P_2023,0.7077970504760742
judgement_Crl_P_L_A_1144_2025,3,judgement_J_P_286_2020,0.7043061852455139
judgement_Crl_P_L_A_1144_2025,4,Copy of JUDG__91,0.6960334777832031
judgement_Crl_P_L_A_1144_2025,5,judgement_Crl_P_L_A_960_2025,0.6704527139663696
judgement_Crl_P_L_A_1184_2025,1,judgement_C_A_1388_2017,0.695774495601654
judgement_Crl_P_L_A_1184_2025,2,Copy of JUDG__6,0.6850003004074097
judgement_Crl_P_L_A_1184_2025,3,Copy of JUDG__8,0.6800438761711121
judgement_Crl_P_L_A_1184_2025,4,Copy of JUDG__105,0.6799427270889282
judgement_Crl_P_L_A_1184_2025,5,Copy of JUDG__18,0.677314043045044
judgement_Crl_P_L_A_1408_2025,1,judgement_Crl_P_L_A_868_2025,0.7818449139595032
judgement_Crl_P_L_A_1408_2025,2,Copy of JUDG__92,0.7232397794723511
judgement_Crl_P_L_A_1408_2025,3,judgement_Crl_P_L_A_745_2025,0.5941596031188965
judgement_Crl_P_L_A_1408_2025,4,Copy of JUDG__65,0.573434054851532
judgement_Crl_P_L_A_1408_2025,5,judgement_Crl_P_L_A_960_2025,0.5722280740737915
judgement_Crl_P_L_A_147-K_2025,1,Copy of JUDG__11,0.7164452075958252
judgement_Crl_P_L_A_147-K_2025,2,Copy of JUDG__4,0.6983773112297058
judgement_Crl_P_L_A_147-K_2025,3,judgement_Crl_P_L_A_960_2025,0.6709104180335999
judgement_Crl_P_L_A_147-K_2025,4,judgement_Crl_P_L_A_1184_2025,0.6659465432167053
judgement_Crl_P_L_A_147-K_2025,5,Copy of JUDG__26,0.650407075881958
judgement_Crl_P_L_A_219-P_2023,1,Copy of JUDG__58,0.7164351940155029
judgement_Crl_P_L_A_219-P_2023,2,judgement_Crl_P_L_A_1144_2025,0.7077970504760742
judgement_Crl_P_L_A_219-P_2023,3,Copy of JUDG__83,0.6862500905990601
judgement_Crl_P_L_A_219-P_2023,4,Copy of JUDG__42,0.6667054295539856
judgement_Crl_P_L_A_219-P_2023,5,judgement_Crl_P_L_A_960_2025,0.6605595350265503
judgement_Crl_P_L_A_39-K_2025,1,Copy of JUDG__91,0.5949431657791138
judgement_Crl_P_L_A_39-K_2025,2,judgement_C_P_L_A_5516_2024,0.5751594305038452
judgement_Crl_P_L_A_39-K_2025,3,judgement_J_P_286_2020,0.5639445185661316
judgement_Crl_P_L_A_39-K_2025,4,judgement_C_P_L_A_3824_2023,0.5578517317771912
judgement_Crl_P_L_A_39-K_2025,5,judgement_Crl_P_L_A_433_2025,0.5534197092056274
judgement_Crl_P_L_A_433_2025,1,judgement_Crl_P_L_A_1144_2025,0.6465749740600586
judgement_Crl_P_L_A_433_2025,2,judgement_Crl_P_L_A_960_2025,0.637839138507843
judgement_Crl_P_L_A_433_2025,3,judgement_Crl_A_343_2023,0.6295260787010193
judgement_Crl_P_L_A_433_2025,4,Copy of JUDG__91,0.623065710067749
judgement_Crl_P_L_A_433_2025,5,Copy of JUDG__73,0.6164746880531311
judgement_Crl_P_L_A_585_2025,1,judgement_Crl_P_L_A_960_2025,0.6689107418060303
judgement_Crl_P_L_A_585_2025,2,Copy of JUDG__42,0.6296024918556213
judgement_Crl_P_L_A_585_2025,3,Copy of JUDG__69,0.6269506216049194
judgement_Crl_P_L_A_585_2025,4,Copy of JUDG__4,0.6115471124649048
judgement_Crl_P_L_A_585_2025,5,judgement_J_P_541_2021,0.6099273562431335
judgement_Crl_P_L_A_745_2025,1,Copy of JUDG__6,0.6446449756622314
judgement_Crl_P_L_A_745_2025,2,judgement_Crl_P_L_A_219-P_2023,0.6442537307739258
judgement_Crl_P_L_A_745_2025,3,judgement_J_P_554_2023,0.6393756866455078
judgement_Crl_P_L_A_745_2025,4,judgement_Crl_P_L_A_1144_2025,0.6382411122322083
judgement_Crl_P_L_A_745_2025,5,Copy of JUDG__58,0.638039231300354
